Order ID,Order Date,Ship Mode,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2016-161781,2016-09-29,First Class,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7,0.0,10.628799999999998
CA-2017-132521,2017-09-23,Second Class,West,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2,0.0,33.588800000000006
CA-2017-132521,2017-09-23,Second Class,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0.0,8.488800000000001
CA-2017-132521,2017-09-23,Second Class,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.88,1,0.2,2.322
CA-2015-110016,2015-11-29,Standard Class,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,19.92,4,0.0,9.3624
CA-2015-110016,2015-11-29,Standard Class,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9,0.0,121.76009999999994
US-2016-143819,2016-03-01,Standard Class,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,8,0.4,-264.9208
US-2016-143819,2016-03-01,Standard Class,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0.0,12.134799999999998
US-2016-143819,2016-03-01,Standard Class,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0.0,105.24679999999996
US-2016-143819,2016-03-01,Standard Class,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0.0,2400.9657
CA-2016-167584,2016-08-12,Same Day,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0.0,3.1104000000000003
CA-2016-166163,2016-08-15,Second Class,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,3,0.2,7.197600000000005
CA-2016-166163,2016-08-15,Second Class,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1,0.0,1.512
CA-2017-158407,2017-06-04,Standard Class,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2,0.2,1.998999999999998
CA-2017-158407,2017-06-04,Standard Class,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.98400000000001,2,0.2,25.194399999999995
CA-2015-143490,2015-12-06,Standard Class,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,0.0,33.642
CA-2015-143490,2015-12-06,Standard Class,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,219.18400000000003,2,0.2,19.178600000000003
CA-2015-165085,2015-12-27,Standard Class,East,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,28.9,5,0.0,14.161
CA-2015-165085,2015-12-27,Standard Class,East,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,2,0.0,103.22839999999997
CA-2017-160423,2017-01-21,Standard Class,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.208,7,0.2,30.468200000000024
CA-2017-160423,2017-01-21,Standard Class,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784,7,0.7,-28.62720000000001
CA-2014-159338,2014-06-25,First Class,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,5,0.2,11.19599999999997
CA-2016-107216,2016-06-14,First Class,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4,0.0,2.0416
CA-2016-107216,2016-06-14,First Class,West,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,0.0,4.1031
CA-2016-107216,2016-06-14,First Class,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1,0.0,9.665699999999998
CA-2016-107216,2016-06-14,First Class,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,3,0.0,2.5056
US-2017-145863,2017-04-21,Standard Class,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.6939999999999995,3,0.8,-4.714500000000003
US-2017-145863,2017-04-21,Standard Class,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.9339999999999997,3,0.8,-4.987800000000002
CA-2016-112340,2016-10-21,Standard Class,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3,0.0,11.2308
US-2016-110156,2016-11-19,Standard Class,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,6,0.2,-16.36440000000001
US-2016-110156,2016-11-19,Standard Class,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.3280000000000003,2,0.6,-0.7566000000000002
US-2016-110156,2016-11-19,Standard Class,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.779999999999996,5,0.8,-17.248000000000008
US-2016-110156,2016-11-19,Standard Class,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.36800000000001,12,0.2,21.888
US-2016-110156,2016-11-19,Standard Class,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,3,0.2,13.8267
US-2016-110156,2016-11-19,Standard Class,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.186
US-2016-110156,2016-11-19,Standard Class,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368000000000002,2,0.2,3.6288
US-2016-110156,2016-11-19,Standard Class,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.1919999999999995,2,0.8,-2.0264
CA-2017-140585,2017-12-18,Second Class,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352
CA-2017-140585,2017-12-18,Second Class,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.83299999999998,1,0.15,-12.688200000000002
CA-2017-140585,2017-12-18,Second Class,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,119.98,2,0.0,57.5904
CA-2016-144855,2016-07-22,Second Class,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,2,0.0,3.024
CA-2015-142755,2015-09-04,Standard Class,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,5,0.0,137.151
CA-2015-142755,2015-09-04,Standard Class,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.9499999999999,5,0.0,111.59099999999997
CA-2015-142755,2015-09-04,Standard Class,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2,0.0,2.0492
CA-2015-142755,2015-09-04,Standard Class,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0.0,7.4872
US-2014-147627,2014-01-20,Standard Class,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0.0,181.9818
US-2014-147627,2014-01-20,Standard Class,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,7,0.0,6.658399999999997
US-2014-147627,2014-01-20,Standard Class,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,0.0,11.579999999999998
US-2014-147627,2014-01-20,Standard Class,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0.0,1.7901
US-2014-147627,2014-01-20,Standard Class,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,3,0.0,10.9698
US-2014-147627,2014-01-20,Standard Class,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,3,0.0,224.2673999999999
CA-2015-105970,2015-03-02,Standard Class,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,1,0.0,2.6416000000000004
CA-2015-105970,2015-03-02,Standard Class,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,6,0.0,50.94
CA-2016-112102,2016-04-12,Standard Class,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,4,0.0,75.66239999999999
CA-2016-112102,2016-04-12,Standard Class,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,1,0.0,20.0851
CA-2016-112102,2016-04-12,Standard Class,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,5,0.0,28.754999999999995
US-2016-114776,2016-12-06,First Class,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,3,0.0,9.3312
US-2016-134908,2016-06-05,Standard Class,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,4,0.2,-23.36400000000002
US-2016-134908,2016-06-05,Standard Class,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,3,0.2,2.6459999999999995
US-2016-148803,2016-12-11,Same Day,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,3,0.2,7.457100000000004
CA-2016-152170,2016-11-12,Second Class,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,8,0.0,129.384
CA-2016-152170,2016-11-12,Second Class,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,2,0.0,10.5504
CA-2016-152170,2016-11-12,Second Class,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2,0.0,8.991
CA-2016-152170,2016-11-12,Second Class,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,7,0.0,5.5566
CA-2016-152170,2016-11-12,Second Class,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,2,0.0,8.69
CA-2014-146969,2014-09-29,Standard Class,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,2,0.0,53.196
CA-2014-146969,2014-09-29,Standard Class,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72,4,0.0,2.8776
CA-2014-146969,2014-09-29,Standard Class,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,1,0.0,3.1104000000000003
CA-2014-146969,2014-09-29,Standard Class,West,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,2,0.2,223.05399999999997
CA-2014-146969,2014-09-29,Standard Class,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0.0,16.788600000000002
CA-2015-112452,2015-04-04,Same Day,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,2,0.1,107.34599999999996
CA-2015-112452,2015-04-04,Same Day,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,2,0.0,2.628
CA-2015-112452,2015-04-04,Same Day,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,0.0,5.869599999999999
CA-2015-112452,2015-04-04,Same Day,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,1,0.0,0.4379999999999988
CA-2015-112452,2015-04-04,Same Day,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,2,0.0,209.993
CA-2015-113971,2015-05-08,Standard Class,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.2,1.2527999999999997
CA-2017-160395,2016-12-31,Standard Class,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,2,0.0,1.638
CA-2017-160395,2016-12-31,Standard Class,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,7,0.2,53.92170000000001
CA-2014-136567,2014-12-20,First Class,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,2,0.0,0.0
CA-2014-136567,2014-12-20,First Class,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,7,0.0,493.78559999999993
CA-2014-136567,2014-12-20,First Class,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0.0,29.2857
CA-2014-136567,2014-12-20,First Class,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,2,0.0,100.122
CA-2016-149314,2016-07-02,Second Class,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,1,0.2,19.518400000000007
CA-2017-147039,2017-06-29,Standard Class,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,3,0.0,90.735
CA-2017-147039,2017-06-29,Standard Class,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,2,0.0,5.77
CA-2014-126522,2014-09-01,Second Class,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,3,0.0,15.642599999999996
CA-2014-127964,2014-03-03,Standard Class,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,1,0.0,4.5954
CA-2014-127964,2014-03-03,Standard Class,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,3,0.2,40.872
CA-2014-127964,2014-03-03,Standard Class,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,5,0.2,9.1785
CA-2014-117709,2014-05-04,Standard Class,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,4,0.0,21.059999999999995
CA-2015-125416,2015-11-02,Same Day,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,9,0.0,49.27229999999999
CA-2017-145226,2017-12-08,Second Class,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388
CA-2017-145226,2017-12-08,Second Class,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,3,0.0,0.0
CA-2017-145226,2017-12-08,Second Class,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,3,0.0,9.3312
CA-2017-145226,2017-12-08,Second Class,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,4,0.0,8.299199999999999
US-2014-100279,2014-03-10,Standard Class,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2,0.0,10.7424
CA-2014-158064,2014-04-21,Standard Class,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.520000000000003,5,0.2,5.5755
US-2015-104430,2015-10-22,Standard Class,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.175999999999998,4,0.8,-7.764000000000001
CA-2015-132080,2015-08-22,First Class,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864
CA-2016-161207,2016-08-29,Standard Class,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,0.0,8.099699999999999
CA-2014-120243,2014-12-27,Second Class,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56,4,0.0,5.4332
CA-2016-113621,2016-12-01,Standard Class,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,2,0.0,51.74999999999999
CA-2016-113621,2016-12-01,Standard Class,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,3,0.0,44.99250000000001
CA-2016-168081,2016-04-24,Second Class,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674
CA-2014-128146,2014-06-21,Standard Class,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,7,0.0,357.1911
CA-2014-128146,2014-06-21,Standard Class,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0.0,1.0903999999999998
CA-2017-138779,2017-01-14,First Class,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,1,0.2,7.3386
CA-2017-138779,2017-01-14,First Class,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,5,0.2,0.6930000000000001
CA-2014-127131,2014-11-24,Standard Class,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,12.096000000000002,7,0.2,4.233599999999999
CA-2014-127131,2014-11-24,Standard Class,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",485.88,6,0.0,9.717600000000033
CA-2014-127131,2014-11-24,Standard Class,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,25.92,4,0.0,12.4416
CA-2014-127131,2014-11-24,Standard Class,West,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",197.58,2,0.0,53.3466
CA-2017-117212,2017-02-26,Second Class,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0.0,22.1184
CA-2017-117212,2017-02-26,Second Class,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.5360000000001,8,0.2,66.71519999999998
CA-2017-117212,2017-02-26,Second Class,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.22240000000002
CA-2017-117212,2017-02-26,Second Class,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,0.0,109.7208
CA-2017-117212,2017-02-26,Second Class,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,23.12,4,0.0,11.3288
US-2015-130519,2015-09-15,Same Day,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552000000000003,3,0.2,5.4432
US-2015-130519,2015-09-15,Same Day,South,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,15.712000000000002,4,0.2,2.553199999999999
US-2015-130519,2015-09-15,Same Day,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",24.672,2,0.2,2.158800000000002
US-2015-130519,2015-09-15,Same Day,South,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",55.968,1,0.2,-2.098800000000006
CA-2016-130946,2016-04-08,Standard Class,Central,TEC-AC-10001990,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,431.92800000000005,9,0.2,64.78919999999995
CA-2016-130946,2016-04-08,Standard Class,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,95.984,4,0.3,-4.113599999999998
CA-2016-130946,2016-04-08,Standard Class,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.7919999999997,4,0.8,-1850.9464000000007
CA-2016-114727,2016-07-18,Standard Class,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,544.008,3,0.2,40.8006
CA-2016-114727,2016-07-18,Standard Class,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,1.8720000000000003,3,0.7,-1.4352
CA-2016-114727,2016-07-18,Standard Class,West,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,854.3520000000001,3,0.2,10.679399999999871
CA-2016-114727,2016-07-18,Standard Class,West,OFF-ST-10002292,Office Supplies,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",593.5680000000001,2,0.2,0.0
CA-2016-114727,2016-07-18,Standard Class,West,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,0.2,-33.804
CA-2017-133235,2017-08-01,First Class,South,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.997500000000016
CA-2016-137050,2016-07-14,Second Class,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",11.21,1,0.0,3.3629999999999995
CA-2016-137050,2016-07-14,Second Class,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,9.144,3,0.2,3.2004
CA-2016-137050,2016-07-14,Second Class,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,14.07,7,0.0,6.894299999999999
CA-2016-137050,2016-07-14,Second Class,East,OFF-AR-10004999,Office Supplies,Art,Newell 315,41.86,7,0.0,10.465
CA-2016-137050,2016-07-14,Second Class,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8835999999999995
CA-2016-137050,2016-07-14,Second Class,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,579.136,4,0.2,21.717599999999948
US-2017-118087,2017-09-09,Standard Class,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,141.372,2,0.3,-48.47040000000002
US-2017-118087,2017-09-09,Standard Class,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036,2,0.7,-2.3275999999999994
US-2017-118087,2017-09-09,Standard Class,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",4.503000000000001,1,0.7,-3.602400000000001
US-2017-118087,2017-09-09,Standard Class,East,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",4.672,1,0.2,1.5767999999999998
US-2017-118087,2017-09-09,Standard Class,East,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,95.88,3,0.2,28.764000000000006
US-2017-118087,2017-09-09,Standard Class,East,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",17.024,2,0.2,1.7024000000000008
US-2017-118087,2017-09-09,Standard Class,East,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,3,0.2,64.674
US-2017-118087,2017-09-09,Standard Class,East,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,1931.958,7,0.4,-386.3915999999997
CA-2014-110184,2014-07-12,Standard Class,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,0.0,44.95499999999998
CA-2014-110184,2014-07-12,Standard Class,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,255.93600000000004,8,0.2,28.79279999999997
CA-2016-126004,2016-12-04,First Class,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",113.79,3,0.0,20.48219999999999
CA-2016-126004,2016-12-04,First Class,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,78.15,1,0.0,34.38600000000001
CA-2016-126004,2016-12-04,First Class,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.7280000000000002,1,0.2,0.6047999999999999
CA-2016-126004,2016-12-04,First Class,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,40.56,4,0.0,19.8744
CA-2016-126004,2016-12-04,First Class,East,OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,182.94,3,0.0,3.6588
CA-2016-126004,2016-12-04,First Class,East,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,193.86,2,0.0,11.631599999999992
CA-2017-100013,2017-11-06,Standard Class,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",15.28,2,0.0,7.4872
CA-2017-100013,2017-11-06,Standard Class,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,8.73,1,0.0,2.9681999999999995
CA-2017-100013,2017-11-06,Standard Class,West,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0.0,1.7607999999999997
CA-2015-132570,2015-10-31,Second Class,East,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,2.78,2,0.0,0.7227999999999999
CA-2015-132570,2015-10-31,Second Class,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96,2,0.0,35.98199999999999
CA-2016-153682,2016-05-30,First Class,East,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,839.9879999999999,2,0.4,69.99899999999991
CA-2016-144344,2016-10-28,Same Day,South,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,47.952000000000005,3,0.2,13.786200000000006
CA-2016-144344,2016-10-28,Same Day,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,37.425,5,0.7,-29.94000000000001
CA-2016-144344,2016-10-28,Same Day,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,63.968,2,0.2,0.0
CA-2016-144344,2016-10-28,Same Day,South,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165.048,3,0.2,41.262
CA-2014-127012,2014-08-11,Standard Class,West,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",12.35,1,0.0,5.434
CA-2014-127012,2014-08-11,Standard Class,West,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,40.97,1,0.0,10.6522
CA-2014-127012,2014-08-11,Standard Class,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",22.96,2,0.0,10.7912
CA-2016-128727,2016-08-29,Standard Class,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,4,0.0,5.5
US-2016-162859,2016-02-15,Standard Class,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,3,0.2,124.485
US-2016-162859,2016-02-15,Standard Class,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,8.72,4,0.0,3.5752000000000006
CA-2017-133641,2017-05-14,Standard Class,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,48.69,9,0.0,23.8581
CA-2014-168494,2014-12-12,Second Class,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,764.6880000000001,6,0.2,95.5859999999999
